work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-001772,VEH-0222,19-04-2025,Motor Overhaul,,8.6,INR 16723.81,24.7,N,TEC-051
WO-001773,VEH-0222,21/05/2024 00:00,Routine Inspection,"Motor, ESC",5.2,"27,595.55",9.9,,TEC-075
WO-001774,VEH-0222,10/04/2025 00:00,Landing Gear Fix,"Motor, ESC",4.3,INR 16855.91,56.2,yes,TEC-147
WO-001775,VEH-0147,09-01-2025,Motor Overhaul,Landing Skid,6.8,"17,704.85",47.3,N,TEC-068
WO-001776,VEH-0147,04-05-2025,Landing Gear Fix,NA,12.1,3792.97,85.5,N,TEC-016
WO-001777,VEH-0685,27-11-2024,Routine Inspection,"Brake Pads, Fluid",1.7,27302.32,19.7,Y,TEC-045
WO-001778,VEH-0685,2025-05-18 00:00:00,Brake Pad Replacement,Propeller x2,2.8,INR 30540.72,95.1,no,TEC-111
WO-001779,VEH-0685,18/01/2024 00:00,Frame Repair,"Brake Pads, Fluid",7.1,12840.19,72.8,Y,TEC-212
WO-001780,VEH-0685,24/05/2025 00:00,Battery Pack Swap,Landing Skid,7.0,"17,895.22",34.4,no,TEC-137
WO-001781,VEH-0685,17/09/2024 00:00,Firmware Update,Propeller x2,9.8,"6,746.64",74.7,yes,TEC-078
WO-001782,VEH-0734,2025-03-24 00:00:00,Firmware Update,Battery Pack,2.4,"32,542.59",48.1,N,TEC-098
WO-001783,VEH-0734,2024-06-04 00:00:00,Routine Inspection,NA,2.9,"28,458.64",49.9,yes,TEC-091
WO-001784,VEH-0408,24/11/2024 00:00,Frame Repair,"Motor, ESC",13.3,33476.28,5.2,no,TEC-197
WO-001785,VEH-0408,22-01-2025,Frame Repair,Battery Pack,1.1,47759.73,36.2,Y,TEC-177
WO-001786,VEH-0408,14-01-2025,Battery Pack Swap,"Motor, ESC",9.6,INR 7406.91,89.1,no,TEC-069
WO-001787,VEH-0304,2024-01-25 00:00:00,Tyre Change,Landing Skid,3.8,INR 11638.84,71.5,N,TEC-040
WO-001788,VEH-0304,2024-05-02 00:00:00,Brake Pad Replacement,Propeller x2,1.9,40888.78,95.3,N,TEC-132
WO-001789,VEH-0355,28/01/2025 00:00,Tyre Change,Battery Pack,7.3,"27,778.55",88.0,Y,TEC-017
WO-001790,VEH-0355,2024-05-20 00:00:00,Battery Pack Swap,Propeller x2,7.9,INR 17746.58,2.8,yes,TEC-121
WO-001791,VEH-0355,27/02/2024 00:00,Motor Overhaul,,10.7,INR 18997.01,53.5,no,TEC-218
WO-001792,VEH-0500,26-04-2025,Landing Gear Fix,"Motor, ESC",6.4,INR 47545.15,25.5,Y,TEC-012
WO-001793,VEH-0500,16-11-2024,Tyre Change,"Brake Pads, Fluid",13.8,38937.12,88.2,yes,TEC-201
WO-001794,VEH-0500,2024-03-27 00:00:00,Battery Pack Swap,,6.9,"10,671.96",20.5,Y,TEC-122
WO-001795,VEH-0500,08/06/2024 00:00,Engine Service,Battery Pack,8.1,INR 17556.44,38.8,,TEC-100
WO-001796,VEH-0500,17/09/2024 00:00,Engine Service,NA,1.4,23694.2,31.3,no,TEC-191
WO-001797,VEH-0500,2025-06-13 00:00:00,Brake Pad Replacement,NA,9.7,"34,639.59",67.3,yes,TEC-197
WO-001798,VEH-0062,2024-10-27 00:00:00,Propeller Replacement,,11.6,INR 27623.48,52.0,yes,TEC-144
WO-001799,VEH-0062,27/02/2025 00:00,Engine Service,"Motor, ESC",1.2,"45,872.51",85.1,Y,TEC-093
WO-001800,VEH-0735,13/11/2024 00:00,Engine Service,"Motor, ESC",7.3,"13,981.20",90.8,Y,TEC-059
WO-001801,VEH-0735,17/08/2024 00:00,Engine Service,Landing Skid,3.5,24806.35,29.6,yes,TEC-006
WO-001802,VEH-0600,2025-01-18 00:00:00,Propeller Replacement,Propeller x2,0.5,27638.27,32.1,yes,TEC-034
WO-001803,VEH-0600,21-10-2024,Propeller Replacement,,8.2,3528.64,10.7,no,TEC-217
WO-001804,VEH-0063,03-10-2024,Engine Service,"Brake Pads, Fluid",5.2,INR 23068.02,7.7,no,TEC-155
WO-001805,VEH-0063,10/01/2025 00:00,Motor Overhaul,Landing Skid,10.0,INR 16062.14,19.8,,TEC-156
WO-001806,VEH-0240,2024-07-31 00:00:00,Tyre Change,"Motor, ESC",4.3,INR 21319.80,17.4,yes,TEC-026
WO-001807,VEH-0240,08-10-2024,Firmware Update,Battery Pack,8.5,"1,262.60",46.7,yes,TEC-014
WO-001808,VEH-0240,21/02/2024 00:00,Firmware Update,"Brake Pads, Fluid",7.0,INR 19167.43,47.6,Y,TEC-114
WO-001809,VEH-0240,25/02/2025 00:00,Battery Pack Swap,Battery Pack,3.1,"20,881.24",61.2,,TEC-220
WO-001810,VEH-0240,20/10/2024 00:00,Routine Inspection,Propeller x2,,"8,440.78",65.7,yes,TEC-210
WO-001811,VEH-0240,14-03-2024,Brake Pad Replacement,"Motor, ESC",4.0,"15,675.48",29.6,,TEC-049
WO-001812,VEH-0653,29/03/2025 00:00,Battery Pack Swap,Landing Skid,12.8,19817.1,42.0,Y,TEC-037
WO-001813,VEH-0653,29/03/2025 00:00,Motor Overhaul,Landing Skid,1.5,INR 29873.32,12.5,yes,TEC-115
WO-001814,VEH-0653,2024-08-22 00:00:00,Motor Overhaul,Battery Pack,NA,INR 30564.13,53.9,N,TEC-167
WO-001815,VEH-0653,2024-02-26 00:00:00,Frame Repair,,10.0,3578.49,83.0,yes,TEC-146
WO-001816,VEH-0389,01-07-2025,Firmware Update,,9.0,INR 39402.43,53.8,N,TEC-012
WO-001817,VEH-0389,02-02-2024,Battery Pack Swap,Propeller x2,9.9,INR 40852.34,50.6,no,TEC-136
WO-001818,VEH-0093,21-10-2024,Landing Gear Fix,NA,6.8,"43,241.63",53.9,yes,TEC-150
WO-001819,VEH-0093,27/12/2024 00:00,Tyre Change,Landing Skid,5.2,"3,495.28",89.4,Y,TEC-111
WO-001820,VEH-0093,05-05-2024,Landing Gear Fix,Landing Skid,3.2,38206.67,63.3,no,TEC-075
WO-001821,VEH-0628,14/09/2024 00:00,Propeller Replacement,Landing Skid,0.5,"1,447.70",32.8,N,TEC-095
WO-001822,VEH-0628,29-06-2025,Firmware Update,Landing Skid,7.6,18327.73,27.8,,TEC-008
WO-001823,VEH-0188,2024-11-08 00:00:00,Landing Gear Fix,"Motor, ESC",8.3,INR 36362.82,16.6,N,TEC-220
WO-001824,VEH-0188,01/10/2024 00:00,Propeller Replacement,Battery Pack,4.3,26362.91,93.5,N,TEC-030
WO-001825,VEH-0188,24/05/2025 00:00,Frame Repair,Landing Skid,1.4,"26,973.21",32.8,no,TEC-180
WO-001826,VEH-0340,05/03/2024 00:00,Engine Service,"Motor, ESC",11.2,INR 3700.76,2.5,yes,TEC-004
WO-001827,VEH-0340,30-12-2024,Brake Pad Replacement,Propeller x2,7.0,"38,568.29",41.8,,TEC-071
WO-001828,VEH-0340,28-04-2025,Engine Service,Landing Skid,13.2,"44,412.19",12.4,Y,TEC-009
WO-001829,VEH-0340,2024-04-27 00:00:00,Motor Overhaul,Landing Skid,5.3,46581.17,56.6,N,TEC-076
WO-001830,VEH-0308,22/11/2024 00:00,Frame Repair,,5.6,39099.12,78.0,N,TEC-121
WO-001831,VEH-0308,26-11-2024,Landing Gear Fix,,4.8,41569.56,50.5,yes,TEC-131
WO-001832,VEH-0174,2024-04-05 00:00:00,Firmware Update,Landing Skid,7.1,10380.3,50.7,no,TEC-002
WO-001833,VEH-0217,2025-01-11 00:00:00,Brake Pad Replacement,,13.6,"6,915.01",76.6,N,TEC-026
WO-001834,VEH-0217,20-05-2025,Routine Inspection,Battery Pack,8.7,25729.65,86.5,no,TEC-114
WO-001835,VEH-0125,25/01/2025 00:00,Engine Service,"Brake Pads, Fluid",3.2,"47,008.79",34.8,Y,TEC-201
WO-001836,VEH-0084,08/11/2024 00:00,Motor Overhaul,"Motor, ESC",7.3,"27,169.37",86.4,N,TEC-001
WO-001837,VEH-0267,30-08-2024,Brake Pad Replacement,"Brake Pads, Fluid",3.4,21897.42,4.7,no,TEC-158
WO-001838,VEH-0267,29-06-2025,Engine Service,Battery Pack,1.1,34583.92,16.5,no,TEC-102
WO-001839,VEH-0267,22-04-2024,Propeller Replacement,"Brake Pads, Fluid",2.7,"8,017.02",70.8,N,TEC-012
WO-001840,VEH-0179,22/06/2025 00:00,Landing Gear Fix,Landing Skid,11.6,35985.4,43.6,,TEC-170
WO-001841,VEH-0335,15-07-2024,Frame Repair,"Motor, ESC",9.7,INR 5196.23,57.3,,TEC-184
WO-001842,VEH-0335,02/06/2025 00:00,Propeller Replacement,Propeller x2,3.3,INR 6935.88,80.8,,TEC-053
WO-001843,VEH-0335,11/03/2024 00:00,Firmware Update,"Motor, ESC",4.9,37410.76,56.7,Y,TEC-125
WO-001844,VEH-0335,2024-09-22 00:00:00,Propeller Replacement,NA,2.1,"11,045.19",81.7,no,TEC-143
WO-001845,VEH-0335,2024-05-12 00:00:00,Landing Gear Fix,NA,9.4,"14,938.11",86.2,Y,TEC-217
WO-001846,VEH-0602,14-12-2024,Battery Pack Swap,Propeller x2,10.0,18332.09,18.1,,TEC-062
WO-001847,VEH-0602,01-02-2025,Frame Repair,NA,10.2,"18,794.80",24.9,N,TEC-081
WO-001848,VEH-0602,29/02/2024 00:00,Engine Service,Battery Pack,2.4,"32,004.20",78.9,Y,TEC-024
WO-001849,VEH-0602,14/06/2024 00:00,Frame Repair,"Motor, ESC",7.6,"23,859.36",3.1,no,TEC-181
WO-001850,VEH-0602,22-05-2024,Brake Pad Replacement,Landing Skid,10.3,3979.0,30.8,no,TEC-174
WO-001851,VEH-0479,2024-02-09 00:00:00,Engine Service,NA,9.3,INR 35952.61,81.2,Y,TEC-012
WO-001852,VEH-0479,18/01/2024 00:00,Landing Gear Fix,Landing Skid,8.5,INR 16349.46,23.3,N,TEC-217
WO-001853,VEH-0479,2024-02-10 00:00:00,Firmware Update,"Motor, ESC",13.6,33903.33,50.5,Y,TEC-063
WO-001854,VEH-0479,2024-10-19 00:00:00,Frame Repair,NA,2.2,INR 42075.84,51.8,,TEC-192
WO-001855,VEH-0479,18-06-2025,Firmware Update,NA,4.6,28289.03,36.0,N,TEC-193
WO-001856,VEH-0467,17/01/2025 00:00,Frame Repair,Battery Pack,7.4,INR 38167.50,35.1,yes,TEC-108
WO-001857,VEH-0177,09-01-2025,Tyre Change,Landing Skid,9.2,31323.05,68.8,yes,TEC-098
WO-001858,VEH-0177,2025-01-30 00:00:00,Tyre Change,"Brake Pads, Fluid",13.1,INR 36668.21,7.7,no,TEC-186
WO-001859,VEH-0694,2025-04-03 00:00:00,Motor Overhaul,Battery Pack,6.7,INR 37885.33,62.4,Y,TEC-069
WO-001860,VEH-0694,03/03/2024 00:00,Firmware Update,NA,1.5,INR 21800.69,74.8,no,TEC-202
WO-001861,VEH-0694,03-02-2024,Tyre Change,"Motor, ESC",6.4,5304.72,23.9,Y,TEC-158
WO-001862,VEH-0694,07-09-2024,Engine Service,"Brake Pads, Fluid",10.2,INR 42357.64,84.2,,TEC-020
WO-001863,VEH-0089,2024-09-19 00:00:00,Brake Pad Replacement,"Motor, ESC",8.4,"1,583.92",27.6,Y,TEC-190
WO-001864,VEH-0089,10/12/2024 00:00,Routine Inspection,Battery Pack,4.6,15144.53,34.7,N,TEC-085
WO-001865,VEH-0089,27/02/2024 00:00,Battery Pack Swap,"Brake Pads, Fluid",8.5,44500.33,55.7,yes,TEC-157
WO-001866,VEH-0089,31-03-2025,Firmware Update,Propeller x2,9.6,32360.11,4.1,N,TEC-182
WO-001867,VEH-0089,29/03/2024 00:00,Tyre Change,Landing Skid,5.8,"2,730.01",91.1,Y,TEC-146
WO-001868,VEH-9258,2024-01-24 00:00:00,Engine Service,Propeller x2,10.5,24290.52,87.1,N,TEC-201
WO-001869,VEH-0642,20-05-2024,Brake Pad Replacement,"Motor, ESC",5.1,"13,905.88",92.9,yes,TEC-072
WO-001870,VEH-0642,2024-03-16 00:00:00,Routine Inspection,,10.6,26838.28,48.7,,TEC-164
WO-001871,VEH-0642,2024-12-18 00:00:00,Firmware Update,Propeller x2,1.3,INR 47094.09,79.5,N,TEC-107
WO-001872,VEH-0642,10-09-2024,Propeller Replacement,"Brake Pads, Fluid",3.9,INR 31081.33,11.2,no,TEC-008
WO-001873,VEH-0642,2024-12-07 00:00:00,Motor Overhaul,Battery Pack,11.6,21827.96,36.4,,TEC-046
WO-001874,VEH-0185,2024-07-30 00:00:00,Frame Repair,,8.2,INR 44919.53,88.1,N,TEC-075
WO-001875,VEH-0197,05/09/2024 00:00,Tyre Change,Propeller x2,7.7,INR 7488.43,55.2,yes,TEC-137
WO-001876,VEH-0197,2025-03-29 00:00:00,Propeller Replacement,Battery Pack,11.4,INR 33541.10,10.8,Y,TEC-154
WO-001877,VEH-0197,2025-02-18 00:00:00,Firmware Update,Battery Pack,8.4,40805.86,80.4,N,TEC-146
WO-001878,VEH-0197,2024-02-23 00:00:00,Landing Gear Fix,Propeller x2,8.9,46942.65,83.7,no,TEC-012
WO-001879,VEH-0197,2024-11-16 00:00:00,Landing Gear Fix,NA,7.3,"46,710.48",67.6,,TEC-014
WO-001880,VEH-0197,22/11/2024 00:00,Engine Service,,12.1,39538.72,40.0,,TEC-006
WO-001881,VEH-0372,16/03/2025 00:00,Battery Pack Swap,Landing Skid,4.3,"47,322.48",69.4,no,TEC-158
WO-001882,VEH-0372,2025-02-13 00:00:00,Battery Pack Swap,"Motor, ESC",5.6,7482.06,83.7,no,TEC-020
WO-001883,VEH-0372,29-10-2024,Battery Pack Swap,Battery Pack,6.6,INR 14165.08,91.3,yes,TEC-033
WO-001884,VEH-0372,13/06/2024 00:00,Tyre Change,Propeller x2,8.8,18053.77,62.0,N,TEC-144
WO-001885,VEH-0655,14/03/2024 00:00,Frame Repair,NA,5.8,INR 7651.90,79.0,yes,TEC-187
WO-001886,VEH-0655,26/10/2024 00:00,Propeller Replacement,"Brake Pads, Fluid",6.8,INR 16564.87,47.8,,TEC-038
WO-001887,VEH-0655,01/04/2025 00:00,Firmware Update,Landing Skid,12.0,9742.78,48.9,Y,TEC-130
WO-001888,VEH-0655,2024-07-15 00:00:00,Brake Pad Replacement,"Motor, ESC",5.8,INR 20459.02,24.9,Y,TEC-041
WO-001889,VEH-0575,06/08/2024 00:00,Landing Gear Fix,"Brake Pads, Fluid",3.4,INR 25950.27,32.0,yes,TEC-069
WO-001890,VEH-0575,01/01/2024 00:00,Frame Repair,"Motor, ESC",3.0,25107.1,33.1,yes,TEC-043
WO-001891,VEH-0575,2024-11-05 00:00:00,Motor Overhaul,,4.6,1963.1,8.8,,TEC-030
WO-001892,VEH-0575,10-01-2024,Routine Inspection,"Brake Pads, Fluid",11.7,"3,741.32",51.0,,TEC-006
WO-001893,VEH-0294,2025-03-18 00:00:00,Engine Service,Battery Pack,9.0,17599.19,12.7,Y,TEC-043
WO-001894,VEH-0294,26/05/2024 00:00,Battery Pack Swap,"Motor, ESC",12.0,"11,333.47",2.5,no,TEC-173
WO-001895,VEH-0294,23-03-2024,Routine Inspection,Landing Skid,13.8,INR 45950.04,9.3,N,TEC-091
WO-001896,VEH-0294,2024-06-26 00:00:00,Landing Gear Fix,,5.4,"14,174.90",48.0,no,TEC-071
WO-001897,VEH-0394,03-09-2024,Tyre Change,Propeller x2,5.0,7687.17,30.9,,TEC-016
WO-001898,VEH-0394,19/04/2025 00:00,Motor Overhaul,NA,10.4,"18,462.17",90.4,Y,TEC-198
WO-001899,VEH-0394,2025-02-25 00:00:00,Battery Pack Swap,Propeller x2,10.5,"20,875.34",87.2,N,TEC-141
WO-001900,VEH-0394,13-06-2025,Brake Pad Replacement,Propeller x2,2.3,"28,684.70",25.9,no,TEC-064
WO-001901,VEH-0394,02/08/2024 00:00,Brake Pad Replacement,Battery Pack,5.1,INR 6242.31,65.7,Y,TEC-172
WO-001902,VEH-0037,29-06-2024,Battery Pack Swap,NA,13.2,21608.67,58.1,Y,TEC-034
WO-001903,VEH-0037,2024-12-05 00:00:00,Routine Inspection,"Motor, ESC",12.3,"38,899.43",90.3,no,TEC-036
WO-001904,VEH-0037,31-03-2025,Landing Gear Fix,NA,4.9,"29,533.67",40.0,yes,TEC-213
WO-001905,VEH-0323,12-03-2025,Propeller Replacement,Landing Skid,3.0,15936.76,77.5,no,TEC-208
WO-001906,VEH-0323,28-09-2024,Engine Service,,2.4,17507.74,80.6,no,TEC-156
WO-001907,VEH-0323,06/05/2024 00:00,Frame Repair,"Brake Pads, Fluid",4.5,"23,727.04",61.5,no,TEC-210
WO-001908,VEH-0202,2024-05-27 00:00:00,Frame Repair,Landing Skid,8.5,INR 37337.10,67.3,yes,TEC-041
WO-001909,VEH-0202,17/05/2024 00:00,Routine Inspection,Propeller x2,11.2,"35,704.29",8.2,no,TEC-006
WO-001910,VEH-0202,2024-05-13 00:00:00,Routine Inspection,NA,9.1,INR 2390.77,6.4,yes,TEC-129
WO-001911,VEH-0714,09/11/2024 00:00,Frame Repair,Propeller x2,4.4,871.32,74.8,N,TEC-013
WO-001912,VEH-0714,29/04/2024 00:00,Frame Repair,Propeller x2,5.6,9721.95,15.4,N,TEC-005
WO-001913,VEH-0714,24/01/2025 00:00,Battery Pack Swap,Propeller x2,13.0,31067.23,26.0,N,TEC-035
WO-001914,VEH-0714,26/02/2024 00:00,Battery Pack Swap,NA,7.3,INR 30991.86,91.4,Y,TEC-161
WO-001915,VEH-0714,01-06-2024,Engine Service,"Motor, ESC",4.8,"26,232.02",68.1,,TEC-117
WO-001916,VEH-0265,30/06/2024 00:00,Battery Pack Swap,Landing Skid,0.7,"41,039.96",61.1,yes,TEC-097
WO-001917,VEH-0265,16-04-2024,Propeller Replacement,Landing Skid,2.0,29785.23,38.7,Y,TEC-081
WO-001918,VEH-0265,04-04-2024,Battery Pack Swap,"Motor, ESC",5.8,"17,957.60",6.1,N,TEC-192
WO-001919,VEH-0265,2024-02-11 00:00:00,Battery Pack Swap,Propeller x2,8.8,42887.4,27.7,Y,TEC-034
WO-001920,VEH-0725,2024-03-08 00:00:00,Brake Pad Replacement,Landing Skid,2.3,INR 20941.31,11.0,no,TEC-079
WO-001921,VEH-0138,19-02-2025,Routine Inspection,Landing Skid,13.3,8843.45,74.1,no,TEC-101
WO-001922,VEH-0138,02-02-2025,Tyre Change,NA,4.4,INR 9982.97,64.8,Y,TEC-101
WO-001923,VEH-0720,15-01-2025,Firmware Update,NA,6.2,"9,582.42",21.4,N,TEC-123
WO-001924,VEH-0720,01/09/2024 00:00,Landing Gear Fix,NA,-,7991.3,64.9,yes,TEC-074
WO-001925,VEH-0720,26/10/2024 00:00,Motor Overhaul,"Motor, ESC",11.5,5755.03,94.4,no,TEC-154
WO-001926,VEH-0720,27/04/2024 00:00,Routine Inspection,"Motor, ESC",8.5,16732.87,45.9,yes,TEC-099
WO-001927,VEH-0720,15/09/2024 00:00,Propeller Replacement,"Brake Pads, Fluid",10.2,INR 35830.24,41.3,,TEC-174
WO-001928,VEH-0721,13-08-2024,Landing Gear Fix,Landing Skid,,18853.16,34.3,yes,TEC-096
WO-001929,VEH-0721,2025-06-29 00:00:00,Tyre Change,Battery Pack,2.8,INR 41258.16,1.2,no,TEC-213
WO-001930,VEH-0721,2025-03-31 00:00:00,Routine Inspection,"Brake Pads, Fluid",3.4,"19,203.61",68.6,no,TEC-118
WO-001931,VEH-0721,23/05/2025 00:00,Motor Overhaul,Landing Skid,10.7,"34,282.37",14.0,yes,TEC-174
WO-001932,VEH-0721,16-03-2025,Landing Gear Fix,NA,4.7,INR 29524.02,48.0,yes,TEC-146
WO-001933,VEH-0721,13-02-2025,Landing Gear Fix,Propeller x2,3.5,"3,054.04",47.1,Y,TEC-082
WO-001934,VEH-0160,05/08/2024 00:00,Frame Repair,Propeller x2,5.4,37856.96,16.7,N,TEC-163
WO-001935,VEH-0160,02/03/2025 00:00,Propeller Replacement,Propeller x2,12.5,INR 27294.55,59.1,no,TEC-054
WO-001936,VEH-0244,11-04-2025,Battery Pack Swap,"Brake Pads, Fluid",9.7,15780.41,33.2,yes,TEC-024
WO-001937,VEH-0244,27/04/2025 00:00,Propeller Replacement,Battery Pack,1.2,INR 10747.53,8.9,,TEC-111
WO-001938,VEH-0244,03/05/2025 00:00,Engine Service,Landing Skid,0.7,36813.2,82.6,Y,TEC-050
WO-001939,VEH-0244,2025-04-13 00:00:00,Tyre Change,,  ,19401.4,35.9,,TEC-097
WO-001940,VEH-0244,09/11/2024 00:00,Tyre Change,,10.4,26427.61,84.6,no,TEC-214
WO-001941,VEH-0572,2025-05-01 00:00:00,Battery Pack Swap,NA,7.0,"29,121.30",16.4,N,TEC-142
WO-001942,VEH-0572,24-04-2024,Motor Overhaul,NA,10.1,36162.46,28.5,Y,TEC-087
WO-001943,VEH-0572,16/08/2024 00:00,Engine Service,NA,6.0,INR 36201.41,22.8,yes,TEC-193
WO-001944,VEH-0572,11-08-2024,Engine Service,"Motor, ESC",7.8,20649.46,59.4,no,TEC-146
WO-001945,VEH-0572,30/06/2024 00:00,Brake Pad Replacement,Battery Pack,5.0,INR 21161.26,69.7,yes,TEC-204
WO-001946,VEH-0572,01/09/2024 00:00,Engine Service,NA,7.2,32775.84,18.4,N,TEC-016
WO-001947,VEH-0420,30/11/2024 00:00,Firmware Update,NA,6.3,INR 38197.97,34.1,yes,TEC-179
WO-001948,VEH-0420,24-08-2024,Routine Inspection,NA,2.5,33570.67,17.6,,TEC-165
WO-001949,VEH-0420,17-04-2024,Landing Gear Fix,NA,6.8,"1,964.50",60.0,yes,TEC-034
WO-001950,VEH-0420,10-02-2025,Landing Gear Fix,"Brake Pads, Fluid",4.3,"43,692.65",86.6,yes,TEC-082
WO-001951,VEH-0574,05/08/2024 00:00,Firmware Update,"Brake Pads, Fluid",3.4,INR 4927.79,45.0,Y,TEC-120
WO-001952,VEH-9152,30/11/2024 00:00,Frame Repair,,9.8,INR 41525.03,78.6,no,TEC-108
WO-001953,VEH-0574,2024-04-11 00:00:00,Propeller Replacement,"Brake Pads, Fluid",11.6,INR 43586.03,48.5,Y,TEC-060
WO-001954,VEH-0574,19-06-2025,Engine Service,NA,10.3,12307.03,87.6,no,TEC-089
WO-001955,VEH-0574,25/08/2024 00:00,Motor Overhaul,Battery Pack,12.2,"30,601.89",39.0,N,TEC-100
WO-001956,VEH-0574,30-06-2024,Propeller Replacement,NA,3.1,"5,920.35",76.6,N,TEC-102
WO-001957,VEH-0111,2024-04-14 00:00:00,Motor Overhaul,NA,12.4,INR 16009.32,32.4,no,TEC-198
WO-001958,VEH-0111,28/03/2024 00:00,Tyre Change,"Brake Pads, Fluid",9.2,36992.39,27.5,,TEC-060
WO-001959,VEH-0098,22/01/2024 00:00,Motor Overhaul,Landing Skid,,"5,267.99",7.9,yes,TEC-213
WO-001960,VEH-0351,2024-02-17 00:00:00,Propeller Replacement,Propeller x2,10.3,INR 31835.68,43.4,N,TEC-082
WO-001961,VEH-0351,09/04/2025 00:00,Tyre Change,"Motor, ESC",3.0,INR 44509.92,26.5,Y,TEC-211
WO-001962,VEH-0351,2024-04-23 00:00:00,Propeller Replacement,Battery Pack,13.1,INR 24023.28,62.2,,TEC-091
WO-001963,VEH-0411,01-07-2025,Motor Overhaul,Landing Skid,7.9,"11,870.37",90.0,no,TEC-146
WO-001964,VEH-0411,06-03-2024,Propeller Replacement,Landing Skid,13.4,"15,708.88",7.3,N,TEC-180
WO-001965,VEH-0411,2025-03-21 00:00:00,Frame Repair,"Motor, ESC",5.4,INR 9948.90,58.1,yes,TEC-135
WO-001966,VEH-0411,19-05-2025,Tyre Change,"Brake Pads, Fluid",13.8,28593.14,68.6,no,TEC-040
WO-001967,VEH-0432,23/05/2025 00:00,Routine Inspection,NA,10.5,"12,691.46",78.8,,TEC-176
WO-001968,VEH-0432,28-04-2025,Routine Inspection,Propeller x2,9.6,18315.55,32.8,Y,TEC-215
WO-001969,VEH-0432,01-04-2025,Tyre Change,NA,6.7,38756.56,65.9,yes,TEC-112
WO-001970,VEH-0432,02/04/2025 00:00,Frame Repair,NA,1.6,24701.77,40.0,Y,TEC-172
WO-001971,VEH-0638,20-08-2024,Routine Inspection,Propeller x2,13.2,"5,592.22",68.5,,TEC-051
WO-001972,VEH-0349,21-05-2025,Frame Repair,"Brake Pads, Fluid",4.7,41877.97,42.1,yes,TEC-011
WO-001973,VEH-0349,14/02/2025 00:00,Battery Pack Swap,NA,12.9,"8,336.98",27.9,N,TEC-201
WO-001974,VEH-0435,11/01/2024 00:00,Brake Pad Replacement,Propeller x2,5.2,41435.02,27.1,yes,TEC-006
WO-001975,VEH-0435,27-01-2025,Tyre Change,"Brake Pads, Fluid",7.0,22873.39,37.8,Y,TEC-194
WO-001976,VEH-0435,23/03/2025 00:00,Firmware Update,,1.3,INR 6565.52,78.6,N,TEC-036
WO-001977,VEH-0435,2024-06-29 00:00:00,Engine Service,Landing Skid,2.7,45062.51,47.5,,TEC-083
WO-001978,VEH-0435,14-08-2024,Battery Pack Swap,Battery Pack,13.8,INR 37089.82,23.4,,TEC-105
WO-001979,VEH-0409,03-02-2025,Frame Repair,"Brake Pads, Fluid",2.9,"3,412.35",22.8,no,TEC-160
WO-001980,VEH-0409,16-06-2025,Routine Inspection,,11.0,INR 24013.46,19.6,no,TEC-015
WO-001981,VEH-0405,14/10/2024 00:00,Landing Gear Fix,Battery Pack,5.9,32680.97,40.9,yes,TEC-206
WO-001982,VEH-9109,26-10-2024,Firmware Update,NA,13.9,"13,649.07",54.5,N,TEC-018
WO-001983,VEH-0515,2024-01-15 00:00:00,Landing Gear Fix,Landing Skid,12.3,INR 28119.94,67.5,,TEC-125
WO-001984,VEH-0645,2024-11-27 00:00:00,Landing Gear Fix,"Motor, ESC",6.9,"31,421.83",61.1,yes,TEC-017
WO-001985,VEH-0669,2025-03-19 00:00:00,Motor Overhaul,,7.4,"9,173.48",52.2,no,TEC-188
WO-001986,VEH-0669,01-02-2024,Firmware Update,Propeller x2,4.1,37846.45,48.2,yes,TEC-118
WO-001987,VEH-0669,2024-01-23 00:00:00,Routine Inspection,,3.9,INR 33327.87,33.7,no,TEC-180
WO-001988,VEH-0448,2024-04-23 00:00:00,Frame Repair,NA,13.6,33630.3,55.5,yes,TEC-149
WO-001989,VEH-0448,2025-04-14 00:00:00,Tyre Change,,3.4,"44,972.71",2.0,N,TEC-091
WO-001990,VEH-0565,28-05-2024,Frame Repair,Propeller x2,8.6,INR 36839.86,93.5,yes,TEC-006
WO-001991,VEH-0565,10-10-2024,Motor Overhaul,NA,1.4,25148.52,86.4,no,TEC-102
WO-001992,VEH-0189,06-03-2024,Tyre Change,Propeller x2,6.4,"22,447.71",43.4,no,TEC-002
WO-001993,VEH-0189,20/05/2024 00:00,Battery Pack Swap,Propeller x2,0.5,INR 40130.66,93.8,N,TEC-066
WO-001994,VEH-0189,24/09/2024 00:00,Brake Pad Replacement,"Motor, ESC",3.9,INR 40868.89,74.8,,TEC-073
WO-001995,VEH-0189,07-08-2024,Motor Overhaul,Landing Skid,7.2,INR 16327.47,18.1,,TEC-128
WO-001996,VEH-0189,2024-02-12 00:00:00,Motor Overhaul,Propeller x2,6.3,"24,641.45",31.8,no,TEC-058
WO-001997,VEH-0703,15/02/2025 00:00,Landing Gear Fix,Propeller x2,5.6,44902.69,47.0,no,TEC-129
WO-001998,VEH-0703,07/03/2025 00:00,Brake Pad Replacement,NA,6.5,46906.82,19.5,no,TEC-168
WO-001999,VEH-0703,26/10/2024 00:00,Tyre Change,Propeller x2,5.5,20290.99,42.6,yes,TEC-120
